Nombre,Categoría,Calificación,Número de Opiniones,Dirección,Latitud,Longitud,Imagen
Tortas Javier Food Truck,mexicana,4.7,"3,000+","Calle Ignacio Zaragoza 8310, Tijuana, B.C. 22040",32.5024894,-117.0545391,https://tb-static.uber.com/prod/image-proc/processed_images/abcced5b2dbbaa79f41a39685e3c1d4d/69ad85cd7b39888042b3bbf1c22d630d.jpeg
La Corriente Cevichería  Nais  Sucursal Cacho,pescados y mariscos,4.7,900+,"Calle Colombia #9350, Col: Madero, Tijuana B.C. C.P 22040, Baja California 22046",32.7885,71.9418,https://tb-static.uber.com/prod/image-proc/processed_images/c748c3ece30ac89c1ba2ba8b9652aaa1/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Buffalo Wings  Ribs Otay,americana,4.7,270+,"Privada Las Fuentes, Tijuana, 22425, Bc, Mx, C1, BC 22425",31.4225,-114.9991,https://tb-static.uber.com/prod/image-proc/processed_images/7ade8b04957dd99bb6e4ec783fbcc4f8/69ad85cd7b39888042b3bbf1c22d630d.webp
Saint Cocó Coffee Bar Cacho,cafeterías,4.8,390+,"Calle Jalisco 2496 Dávila, Tijuana, Baja California 22044",32.1508,-116.1198,https://tb-static.uber.com/prod/image-proc/processed_images/5978f28e9ffb219daac5e851c670abad/891233042e9ada9873fc6d9c4e835eac.jpeg
La Genovessa Cucapah,repostería,4.7,900+,"Blvd. Cucapah 21352, Tijuana, Baja California 22200",32.5096432,-116.914321,https://tb-static.uber.com/prod/image-proc/processed_images/d506b4507488a4961cd4af0892caf061/9b3aae4cf90f897799a5ed357d60e09d.jpeg
KFC MACROPLAZA TIJUANA830,americana,4.0,"2,000+","Av De Los Insurgentes 18015, Tijuana, TIJUANA 22226",32.4788379,-117.0167763,https://tb-static.uber.com/prod/image-proc/processed_images/63681dc5440962f676daf1cde7ffafdd/7835428b286acb57646a256c897c0e9e.jpeg
Canela Y Miel Cafe,americana,4.7,290+,"Boulevard Cuauhtémoc Sur Oriente 2216, Interior C, Tijuana, BC 22015",32.5236802,-117.018713,https://tb-static.uber.com/prod/image-proc/processed_images/e125f570db07b22d4c4fb9e43853d744/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Toris Café  Salads Buena Vista,desayuno,4.8,"2,000+","De Los Angeles 610, Buena Vista, 22415 Tijuana, B.C., Mexico, B.C. 22415",31.3775,-115.7533,https://tb-static.uber.com/prod/image-proc/processed_images/9f4e3c27a5c40b959aff773a7428a958/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Pollos Titos Porticos,americana,4.8,260+,"Calle Francisco I. Madero & Calle Francisco Zarco, Tijuana, BC 22660",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/2723a722f043495ef61103d4bca80cd6/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
El Rey del Pollo Pinos,mexicana,4.6,"2,000+","Blvd. Gustavo Diaz Ordaz 4104, Tijuana, Baja California 22180",32.4995495,-116.9678132,https://tb-static.uber.com/prod/image-proc/processed_images/00bbca6fe1eacf4a8dc53c9b31f2f873/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Tortas Javier  Playas,mexicana,4.7,"1,500+","De La Cueva 1984, Tijuana, BC 22505",32.5195818,-117.1155467,https://tb-static.uber.com/prod/image-proc/processed_images/333bb4a0939ee4cf7c1087253e9ad082/a70f5c9df440d10213e93244e9eb7cad.jpeg
Almanara Cacho,de medio oriente,4.7,500+,"2344 Avenida Guanajuato, Tijuana, LATAM 22040",32.6167,-115.0833,https://tb-static.uber.com/prod/image-proc/processed_images/276fc8aea09804a1f9b37ccdc344a980/f8403c421bef668ad381b5e82e546060.jpeg
BASTARDO,italiana,4.3,92,"Gobernador Lerdo De Tejada 10095, Tijuana, LATAM 22044",32.1508,-116.1198,https://tb-static.uber.com/prod/image-proc/processed_images/35cd8bf08e3071bfe45aba7fc4247866/f8403c421bef668ad381b5e82e546060.jpeg
Mariscos Don Pepe,ambiente familiar,4.7,"1,000+","Blvd. Fundadores 688, Juárez, Tijuana, Baja California 22055",32.5203815,-117.032494,https://tb-static.uber.com/prod/image-proc/processed_images/91a8522c42d057e3cb4427f4af34d0c4/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Dairy Queen Galerias Hipodromo,comida rápida,4.7,320+,"Boulevard Agua Caliente C 11999, Tijuana, LATAM 11999",32.5237053,-117.0346795,https://tb-static.uber.com/prod/image-proc/processed_images/fb7b9326be1a1dfacfbccc2670dfe485/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Chiltepinos Plaza Macro,americana,4.2,360+,"Av De Los Insurgentes 18015, Rio Tijuana 3ra Etapa, Baja California 22217",32.5192305,-116.9899914,https://tb-static.uber.com/prod/image-proc/processed_images/054464ee09976a97fb8797a65876af5f/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Tijuanazo Salinas,mexicana,4.6,"1,000+","Blvd Gustavo Salinas 11256, Tijuana, LATAM 22014",32.5138421,-117.0059723,https://tb-static.uber.com/prod/image-proc/processed_images/a5d4df4171ea2f271e1ceed835b35abc/f8403c421bef668ad381b5e82e546060.jpeg
Sushi La Postal Las Huertas,japonesa,4.5,700+,"Blvrd. Las Cascadas 2500, Huertas 2da Secc., Interior 5, Tijuana, BC 22116",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/4b80160be6bc1317ccd1f14e3837188f/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Tokyo Rice Company,ambiente familiar,4.7,600+,"Calle Dr. Atl 10106, Interior 5 (Plaza Eco), Tijuana, Baja California 22020",31.7816,-116.5918,https://tb-static.uber.com/prod/image-proc/processed_images/bb6b4317f6618f7fc0b15bd88ff68616/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Subway Pacífico,americana,4.6,"4,000+","Blvd. Libramiento Oriente # 7501 Local 24 Y 25 Col. Parque, Calle Pacifico, Industrial Pacifico, 22101 Tijuana, B.C., Mexico, B.C. 22644",22.97104,-98.95242,https://tb-static.uber.com/prod/image-proc/processed_images/0aec7a0b95c96b9c049b64912d0ad45e/7835428b286acb57646a256c897c0e9e.jpeg
Subway Playas,americana,4.6,"4,000+","Subway, Tijuana, B.C. 22504",32.5226307,-117.032133,https://tb-static.uber.com/prod/image-proc/processed_images/0aec7a0b95c96b9c049b64912d0ad45e/7835428b286acb57646a256c897c0e9e.jpeg
Chiltepinos Otay,americana,4.5,480+,"La Pechuga, Tijuana, Baja California 22425",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/9207f9a9361ade771a5899d7bebc8415/9b3aae4cf90f897799a5ed357d60e09d.jpeg
8020 Burger Joint sucursal Hipódromo,americana,4.7,"4,000+","Avenida Zitácuaro 178, Tijuana, BC 22020",32.5038308,-117.0025814,https://tb-static.uber.com/prod/image-proc/processed_images/2378f1341bb4984117bccd2777e7ab5f/f8403c421bef668ad381b5e82e546060.jpeg
Mama Mia Pizza Santa Fe,italiana,4.6,"5,000+","Blvd. Rosario 351, Porticos De San Antonio, Santa Fe, 22040 Tijuana, B.C., México, B.C. 22666",32.6167,-115.0833,https://tb-static.uber.com/prod/image-proc/processed_images/106b6db7a05d3bb2d194508210fa897e/f7e27f77a1abfdaa9fab9b4ae7dab7cb.jpeg
McDonalds Carrousel,americana,4.4,"10,000+","Blvd. Gustavo Diaz Ordaz 15601, Gas Y Anexas, Tijuana, Baja California 22115",46.17496,18.95639,https://tb-static.uber.com/prod/image-proc/processed_images/f64fe93dccbde15c431dd28a69cccee5/63d18745892c100be9e4ef3c560c9204.jpeg
Pizza Deprizza Pacifico,italiana,4.6,"1,500+","C. Pacifico 8998, Parque Industrial Pacifico Ii, 22643, Tijuana Bc, ",32.2045,-116.6035,https://tb-static.uber.com/prod/image-proc/processed_images/6634865d6c7a59b75c1b3a57f7bac90e/63d18745892c100be9e4ef3c560c9204.jpeg
El Pollo Rolado Suc Hipodromo,mexicana,4.6,"3,000+","Trincheras 19, Hipodromo Agua Caliente, Tijuana, Baja California 22020",31.7816,-116.5918,https://tb-static.uber.com/prod/image-proc/processed_images/21d4a5e069bc864f41ed5228013a477e/f8403c421bef668ad381b5e82e546060.jpeg
Wichos Tacos Matriz,ambiente familiar,4.3,"1,500+","Blvd. Gustavo Diaz Ordaz 949, Tijuana, B.C. 22105",32.5089562,-116.987439,https://tb-static.uber.com/prod/image-proc/processed_images/ba7d1f5eaa59dad130a1475f93e04ba0/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Subway Universidad Tijuana,americana,4.7,"2,000+","Calz Del Tecnológico 14487, A4, Tijuana, B.C. 22424",31.9688,-115.53,https://tb-static.uber.com/prod/image-proc/processed_images/0aec7a0b95c96b9c049b64912d0ad45e/7835428b286acb57646a256c897c0e9e.jpeg
El Truck Nuestro Hipodromo,americana,4.5,430+,"De Las Ferias 4745, Tijuana, LATAM 22500",32.5023848,-117.003091,https://tb-static.uber.com/prod/image-proc/processed_images/21b39cb20e626e434efd9a85d6d2d752/f8403c421bef668ad381b5e82e546060.jpeg
Bodega Sushi Loft,asiática,4.7,11,"Avenida Guanajuato 2730, Tijuana, BC 22040",32.5225793,-117.0258578,https://tb-static.uber.com/prod/image-proc/processed_images/a8099a31add53266f1e8d5fa713619a7/61e8d264e9409914f90881b13f54d0ac.jpeg
China King Buffet,ambiente familiar,4.5,"1,000+","Av. Cochimies 16210, Río Tijuana 3a. Etapa, Rio Tijuana 3ra Etapa, Baja California 22226",32.4919475,-116.9139974,https://tb-static.uber.com/prod/image-proc/processed_images/7ceebddac16fbff746d02c96870b990a/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Cronchick Hot Pollos,americana,4.6,490+,"Tijuana, 22680, Bc, Mx, Dentro De Area De Comida En Plaza Carrousel, BC 22680",43.14322,-2.96204,https://tb-static.uber.com/prod/image-proc/processed_images/f9be5c4100667f6f2b210f8fc7180532/61e8d264e9409914f90881b13f54d0ac.jpeg
Blue Luna Café  Otay Altabrisa,saludable,4.8,"1,000+","Calle Miraflores 14442 A, Otay Altabrisa, Tijuana, BC 22420",31.9688,-115.53,https://tb-static.uber.com/prod/image-proc/processed_images/493024b946c6ea39f6262508463087ff/f8403c421bef668ad381b5e82e546060.jpeg
Pollos Asados Estilo Sinaloa,pollo,4.2,700+,"Av. José Murua Martínez 5001, Col. Campestre Murua, Del. Tijuana, LATAM 22455",32.5190566,-116.9296313,https://tb-static.uber.com/prod/image-proc/processed_images/6d4db8c4f5a48f955c0cd6fdbd7f2519/f8403c421bef668ad381b5e82e546060.jpeg
Taqueria Las 3 Salsas América,mexicana,4.6,"10,000+","Avenida Guillermo Prieto, America, Tijuana, B.C., México, B.C. 22044",32.1508,-116.1198,https://tb-static.uber.com/prod/image-proc/processed_images/e87f16e5eb485ba9879b218997a7d0ea/f8403c421bef668ad381b5e82e546060.jpeg
Café La Sala,cafetería,4.8,600+,"Calz Tecnológico 13999, Tijuana, Bcn 22420, Mx, Local 115 A, B.C. 22420",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/1f9d934ce32c48c6065e39b0eff0eb97/9b3aae4cf90f897799a5ed357d60e09d.jpeg
DVolada Plaza Pajarita,americana,4.8,"6,000+","Blvd. El Rosario 7002, Costa Dorada, Centro, 22290 Portico De San Antonio, B.C., México, Plaza Pajarita, Local C-30, Tijuana, B.C. 22667",29.42412,-98.49363,https://tb-static.uber.com/prod/image-proc/processed_images/b0cd4da1111fb8fffa6fe1156fa6875e/fb86662148be855d931b37d6c1e5fcbe.jpeg
La Postal Teriyaki  Sushi Suc Panamericano II,japonesa,4.1,310+,"Calle Oriente 10800-0, Panamericano, Tijuana, LATAM 22647",32.1774,-116.6735,https://tb-static.uber.com/prod/image-proc/processed_images/4874ea95c4bd980b71df74fb70db69c5/891233042e9ada9873fc6d9c4e835eac.jpeg
Elotito Time,botanas,4.4,13,"Avenida Venustiano Carranza 2413, Local C, Tijuana, BC 22457",32.5271937,-116.9426487,https://tb-static.uber.com/prod/image-proc/processed_images/1541cc1051069ef60658a907c7c0b53c/891233042e9ada9873fc6d9c4e835eac.jpeg
Pho lucky,fideos,4.8,"3,000+","Calle Heraclio Bernal 4750, Local 11, Tijuana, BCN 22530",32.6358,-115.5394,https://tb-static.uber.com/prod/image-proc/processed_images/eda82251a76c88b4bd8f3f168008a4ca/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Burger Crib Casa Blanca,americana,4.7,"2,000+","Av. Del Aguila Real 19131, Baja Maq El Aguila, Tijuana, BC 22216",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/d0366755c547fd9b9dfe7df5f8d6ffd5/9b3aae4cf90f897799a5ed357d60e09d.webp
Blue Luna Café  Casa Blanca,saludable,4.7,"2,000+","Av. Del Aguila Real 19266, Baja Maq El Aguila, 22215 Tijuana, B.C., México, B.C. 22215",31.9621,-116.2723,https://tb-static.uber.com/prod/image-proc/processed_images/493024b946c6ea39f6262508463087ff/f8403c421bef668ad381b5e82e546060.jpeg
Nash Hot Chicken Sandwiches,americana,4.3,450+,"Avenida Gobernador Balarezo 9750, Tijuana, BC 22044",32.1508,-116.1198,https://tb-static.uber.com/prod/image-proc/processed_images/78ab84f5f35749a587cfcccba0255626/61e8d264e9409914f90881b13f54d0ac.jpeg
Asadero Baja Sonora  Insurgentes,mexicana,4.3,"1,000+","Av De Los Insurgentes 8202, Sin Asignación En Nombre De Asentamiento, Tijuana, Baja California 22217",,,https://tb-static.uber.com/prod/image-proc/processed_images/4fe2aca725f14b1344acdc77434c4325/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Le Quattro Tijuana,americana,4.6,27,"Blvd Francisco Zarco, Tijuana, LATAM 22667",32.344,-116.7105,https://tb-static.uber.com/prod/image-proc/processed_images/95999118db5bbf36c9c8c28f57062328/f8403c421bef668ad381b5e82e546060.webp
Petco Petco Tijuana,everyday essentials,4.9,700+,"Av. Via Rapida Pte. Mza 05 Los Santos, Tijuana, LATAM 22104",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/93cfb3bdfa47584f8fa5b067576cab47/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Burra Burger ,americana,4.5,"1,000+","Erasmo Castellanos 9508 Esq. Sánchez Taboada, Zona Urbana Rio, Tijuana, BC 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/832191348571b9f8c1c11bca8810c83a/891233042e9ada9873fc6d9c4e835eac.jpeg
Chidoquiles,desayuno,4.4,600+,"Avenida Lic José López Portillo Poniente 1461, Tijuana, 22436, Baja California, Mx, Local 1, BC 22436",46.17496,18.95639,https://tb-static.uber.com/prod/image-proc/processed_images/fd5b3482667e646cce263ebdec80de3f/a70f5c9df440d10213e93244e9eb7cad.jpeg
Hamburguesas Titos,americana,4.8,900+,"Av. Aquiles Serdan 11012,, Tijuana, Libertad 22400",32.5407117,-117.0207345,https://tb-static.uber.com/prod/image-proc/processed_images/56aabd7c0d13402b754a63a538d17177/9b3aae4cf90f897799a5ed357d60e09d.jpeg
KFC TIJUANA II PLAYAS802,americana,4.4,"8,000+","Paseo Ensenada 130, Playas, Jardines Playas De Tijuana, 22500 Tijuana, B.C., México, 6645415556, B.C. 22500",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/63681dc5440962f676daf1cde7ffafdd/7835428b286acb57646a256c897c0e9e.jpeg
La Spezia Otay  ,desayuno,4.5,700+,"Bulevar Lázaro Cárdenas, C.Comercial Otay, Tijuana, B.C., Mexico, 22425",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/f93786ef7d3682f1da47937e52ec063d/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Saint Cocó Hipódromo,cafetería,4.8,700+,"Ave. Tapachula #7, Tijuana, Baja California 22020",31.7816,-116.5918,https://tb-static.uber.com/prod/image-proc/processed_images/5978f28e9ffb219daac5e851c670abad/891233042e9ada9873fc6d9c4e835eac.jpeg
Mirayork Fried Chicken Soler,americana,4.7,600+,"Heráclito Bernal 845, 22530, Tijuana, BC 22530",32.6358,-115.5394,https://tb-static.uber.com/prod/image-proc/processed_images/45aeade42eb1e26a0be6424dd0f10fd8/9b3aae4cf90f897799a5ed357d60e09d.jpeg
CHI2 Chilaquiles Y Chiabattas Tijuana,mexicana,4.3,500+,"Avenida Paseo Del Rio 6642, Tijuana, BC 22226",31.8856,-116.4323,https://tb-static.uber.com/prod/image-proc/processed_images/9abc1a6e3cc944bc979d888229447830/61e8d264e9409914f90881b13f54d0ac.jpeg
Waffle Lab,americana,4.5,"1,000+","Cerrada Oaxtepec 12244, Tijuana, BC 22030",32.4901407,-116.9940517,https://tb-static.uber.com/prod/image-proc/processed_images/c79e4d2bcef4cfa3da87aba64aa9952a/6a46de29c91d235bc2878fe87fd740f6.jpeg
Burger King Tijuana Revolución,americana,4.4,"9,000+","Ave. Revolucion 898, Tijuana, Baja California 22000",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/bd3cd3553ef84bbdf3fece6afb1efcef/63d18745892c100be9e4ef3c560c9204.jpeg
Burgerbits,americana,4.7,"1,000+","Avenida Abraham González 2894, Tijuana, BC 22615",32.5164629,-117.0584528,https://tb-static.uber.com/prod/image-proc/processed_images/b6e02bb79f58ad932e1e4c32bd1e79d0/61e8d264e9409914f90881b13f54d0ac.jpeg
Starbucks Galerías Hipódromo,cafetería,4.6,"7,000+","Blvd. Agua Caliente No. 11999, Hipodromo, 22195 Tijuana, B.C., México, B.C. 22024",32.0472,-116.6508,https://tb-static.uber.com/prod/image-proc/processed_images/dd22da490a47459bc5f9912687029929/63d18745892c100be9e4ef3c560c9204.jpeg
Subway Pajarita Rosario,americana,4.5,"4,000+","Blvd. El Rosario 7002, Tijuana, B.C. 22667",32.4458709,-117.0366363,https://tb-static.uber.com/prod/image-proc/processed_images/0aec7a0b95c96b9c049b64912d0ad45e/7835428b286acb57646a256c897c0e9e.jpeg
Quattro Fogón Italiano,italiana,4.5,700+,"Paseo Playas 1328, Seccion Jardines, Playas De Tijuana  22200 Tijuana, Baja california 22200",32.0783,-116.5426,https://tb-static.uber.com/prod/image-proc/processed_images/03934bf07218ce847ad5c762bf71c021/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Super Salads Insurgentes Tijuana,ensaladas,4.5,"10,000+","Av De Los Insurgentes 18015, Rio Tijuana 3ra Etapa, Tijuana, B.C., Mexico, Local 1G, B.C. 22217",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/2213ee91640d7f74a136e45b02d1369b/7835428b286acb57646a256c897c0e9e.jpeg
Estación Diez  Once,americana,4.6,110+,"Avenida Pío Pico 1852, Tijuana, BC 22000",32.5315394,-117.0301148,https://tb-static.uber.com/prod/image-proc/processed_images/4b8ca7a726cea3579cd8d13791c76db3/61e8d264e9409914f90881b13f54d0ac.jpeg
Churros Place 5Y10,repostería,4.7,600+,"Bulevar Lázaro Cárdenas 405, Gas Y Anexas, Isla #5 Dentro De Price Shoes , Tijuana, BC 22115",,,https://tb-static.uber.com/prod/image-proc/processed_images/9fc49af4911f5811bf151a022aba5a9e/f8403c421bef668ad381b5e82e546060.jpeg
Subway ALAMEDA OTAY,americana,4.6,"2,000+","Rampa Aeropuerto #16000, Tijuana, Baja California 22390",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/0aec7a0b95c96b9c049b64912d0ad45e/7835428b286acb57646a256c897c0e9e.jpeg
Comida China Cantones Restaurante Yi Li,asiática,4.5,900+,"Avenida Alba Roja 13901, Tijuana, LATAM 22195",32.4976834,-116.9793009,https://tb-static.uber.com/prod/image-proc/processed_images/456daef03c0563c175f0b8f5667f54de/6a46de29c91d235bc2878fe87fd740f6.jpeg
Clamatos El Primo,mexicana,4.6,440+,"Colonia Villa Floresta 7c Calle Breva Y Boulevard  Las Fuentes, Tijuana, LATAM 22127",20.40722,-99.36139,https://tb-static.uber.com/prod/image-proc/processed_images/2e6d4133944eed917c7085bd008d37cc/69ad85cd7b39888042b3bbf1c22d630d.webp
SUSHI OTAY,japonesa,4.4,500+,"Av. Tecnologico 15370 Av Independencia Y Plaza Altabriza, Local 6, Tijuana, BC 22420",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/ac3b57c29d1ebac3529ddfa9818cfc16/f7e27f77a1abfdaa9fab9b4ae7dab7cb.webp
Pollorchs,mexicana,4.6,700+,"Privada San Marcos 6681, Tijuana, BC 22497",32.4689613,-117.0036068,https://tb-static.uber.com/prod/image-proc/processed_images/207c03bfcf13a44921e45585618f1a5c/f8403c421bef668ad381b5e82e546060.jpeg
Sr Naga Sushi,ambiente familiar,4.6,"3,000+","Manuel Oviedo 1291, Libertad, Oficina, Tijuana, Baja California 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/84488baca22ad5d4a96492b88f0880fc/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Don Paco Carnes En Su Jugo,mexicana,4.6,"1,000+","Blvrd Gral Rodolfo Sánchez Taboada 10737, Zona Urbana Rio Tijuana, B6, Baja California 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/25358a10d5d264c80a1241f22dfd3b44/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Mariscos Titos Playas,griega,4.6,190+,"Playas De Tijuana Seccion Coronado Paseo Islas Coronado 1107, LATAM 22504",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/ff7c6418165fd464c65e68be025dd013/9b3aae4cf90f897799a5ed357d60e09d.webp
KFC 5 y 10 Tijuana BC817,americana,4.3,"10,000+","Blvd. Lázaro Cárdenas 193, Gas Y Anexas, 22115 Tijuana, B.C., México, B.C. 22115",32.0532,-115.7858,https://tb-static.uber.com/prod/image-proc/processed_images/63681dc5440962f676daf1cde7ffafdd/7835428b286acb57646a256c897c0e9e.jpeg
El Rey del Pollo Ensenada,mexicana,4.3,500+,"Blvd Cuauhtemoc Sur 3389, Tijuana, Baja California 22044",32.5145829,-117.0214453,https://tb-static.uber.com/prod/image-proc/processed_images/043bc143c50bf0edd379123f9be35aba/f8403c421bef668ad381b5e82e546060.jpeg
LA LOCAL PASTELES DE CREPAS,americana,4.7,65,"Avenida Ingeniero Juan Ojeda Robles 699, Tijuana, BC 22415",32.5203943,-116.996883,https://tb-static.uber.com/prod/image-proc/processed_images/f77b356fadbe456467733cf4380c77ff/6a46de29c91d235bc2878fe87fd740f6.jpeg
KFC Calle Novena Tij818,americana,4.3,"25,000+","Blvrd Gral Rodolfo Sánchez Taboada 9010, Zonaeste, Tijuana, B.C., México, B.C. 22046",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/63681dc5440962f676daf1cde7ffafdd/7835428b286acb57646a256c897c0e9e.jpeg
Blue Luna Café  Palmas,saludable,4.6,"1,000+","Sta. Barbara 12950, Las Palmas, Tijuana, B.C., México, B.C. 22106",38.8318,-77.2888,https://tb-static.uber.com/prod/image-proc/processed_images/493024b946c6ea39f6262508463087ff/f8403c421bef668ad381b5e82e546060.jpeg
Tortas Javier  Salinas,mexicana,4.7,"1,000+","Boulevard Gustavo Salinas  1110 Esquina Con Pablo S, Tijuana, BC 22014",32.5123285,-117.0021079,https://tb-static.uber.com/prod/image-proc/processed_images/9672fa58d86368c29d0af811d5618308/9b3aae4cf90f897799a5ed357d60e09d.jpeg
